id,@id,FIXME,access,accommodation,addr:city,addr:country,addr:county,addr:floor,addr:housename,addr:housenumber,addr:postal_district,addr:postcode,addr:street,addr:substreet,addr:suburb,air_conditioning,alt_name,amenity,atm,branch,brand,brand:facebook,brand:instagram,brand:twitter,brand:website,brand:wikidata,brand:wikipedia,brand:youtube,brewery,building,building:colour,building:facade:material,building:levels,building:material,building:part,changing_table,check_date,check_date:diet:vegetarian,check_date:opening_hours,closed:amenity,cocktails,contact:email,contact:facebook,contact:instagram,contact:phone,contact:tiktok,contact:tripadvisor,contact:twitter,contact:website,contact:yelp,contact:youtube,craft,craft_beer,cuisine,description,description:it,diet:gluten_free,diet:vegan,diet:vegetarian,disused,disused:amenity,dog,drink:beer,drive_through,email,events_venue,fax,fireplace,fixme,food,former:name,games,heritage,indoor_seating,internet_access,internet_access:fee,internet_access:ssid,landuse,layer,level,lgbtq,live_music,mapillary,microbrewery,min_age,music_genre,name,name:en,name:ga,name:ko,name:zh,nohousenumber,not:brand:wikidata,note,old_name,old_name:2015,old_name:2017,old_name:2018,old_name_1,old_name_2,opening_hours,opening_hours:signed,operator,outdoor_seating,panoramax,payment:card,payment:cash,payment:credit_cards,payment:debit_cards,payment:mastercard,payment:visa,pets_allowed,phone,phone:mobile,product,real_ale,real_fire,ref:vatin,reservation,roof:colour,roof:material,roof:shape,shop,short_name,smoking,source,source:website,sport,start,start_date,takeaway,toilets,toilets:access,toilets:wheelchair,tourism,type,website,website:booking,website:menu,website:orders,wheelchair,wheelchair:description,wikidata,wikimedia_commons,wikipedia,year_built,@geometry,geometry,city_source,source_crs
way/1022471493,way/1022471493,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Riordan's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.299542 53.389477),Dublin,EPSG:4326
way/1022471505,way/1022471505,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Full Shilling,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.299201 53.389532),Dublin,EPSG:4326
way/1022471506,way/1022471506,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Drake Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.298854 53.38931),Dublin,EPSG:4326
way/1026167146,way/1026167146,,,,Dublin,IE,Dublin,,,79-80,,D07 E1RD,Prussia Street,,Stoneybatter,,,pub,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hynes',,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.286853 53.354254),Dublin,EPSG:4326
node/1030106427,node/1030106427,,,,Dublin,,Dublin,,,304,,D06 W3Y1,Rathmines Road Lower,,Rathmines,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,@kodiak_rathmines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Kodiak,,,,,,,,The Leinster House;The Madison Bar;Copán,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,1843,,POINT (-6.265636 53.321812),Dublin,EPSG:4326
way/1031727094,way/1031727094,,,,Dublin,,,,,,,,Amiens Street,,,,,pub,,,,,,,,,,,,retail,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Burke's Bar (Closed),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.248802 53.35304),Dublin,EPSG:4326
way/1074353199,way/1074353199,,,,Dublin,IE,Dublin,,,57-58,,D01 V0Y8,Dorset Street Lower,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Juno,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.259501 53.361088),Dublin,EPSG:4326
way/1075891893,way/1075891893,,,,Dublin,,Dublin,,,18,,D07 A562,Phibsborough Road,,,,,pub,,,,,,,,,,,various,pub,,,,,,,2026-03-12,,,,,,,,,,,,,,,,,,,,,,,,,,,,info@mcgowans.ie,,,,,,,,4,,,,,,,,,,,,,,McGowan’s,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 830 6606,,,,,,,,,,,,outside,,,,,,,,,,,,https://www.mcgowans.ie/,,,,,,,,,,center,POINT (-6.274 53.35663),Dublin,EPSG:4326
way/1078043031,way/1078043031,,,,Dublin,IE,,,,514,,,North Circular Road,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hogan Stand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.25587 53.358421),Dublin,EPSG:4326
way/1080799552,way/1080799552,,,,Dublin,,,,,110,,D08C2W7,Thomas Street,,,,,bar,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,Love Tempo,,,,,,,,The Clock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.lovetempo.ie/,,,,,,,,,,center,POINT (-6.27921 53.342993),Dublin,EPSG:4326
node/1082061533,node/1082061533,,,,Dublin,,,,,23-24,,,Wellington Quay,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.264885 53.34566),Dublin,EPSG:4326
way/1084218455,way/1084218455,,,,Dublin,,Dublin,,,77,,D07 TP22,North King Street,,,,,pub,,,,,,,,,,,,retail,white,,3,,,,,,,,,,https://www.facebook.com/thecobblestone,@cobblestonepubdublin,,,,@CobblestoneDub,,,,,,,,,,,,,,,,,info@cobblestonepub.ie,yes,,,,,,,4,yes,,,,,,,,yes,,,,,The Cobblestone,,,,,,,,,,,,,,Mo-Th 16:00-23:30; Fr-Sa 14:00-00:30; Su 13:00-23:00,,,yes,,,,yes,yes,,,,+35318721799,,,,,,,,,,,,no,,,,,,,,,,,,https://www.cobblestonepub.ie/,,,,yes,,,,,,center,POINT (-6.277876 53.349898),Dublin,EPSG:4326
way/1084223124,way/1084223124,,,,Dublin,IE,Dublin,,,30,,D01 PK61,Gardiner Street Middle,,,,,pub,,,,,,,,,,,,retail,,,,,,,,,,,,,https://www.facebook.com/Hill-16-Pub-102711119773287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Hill 16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.257214 53.355016),Dublin,EPSG:4326
way/1084437112,way/1084437112,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Hideout,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,center,POINT (-6.257015 53.359696),Dublin,EPSG:4326
way/1086239548,way/1086239548,,,yes,Dublin,IE,,,,1,,,Lombard Street East,,,,,bar,,,,,,,,,,,,yes,,,,,,,2025-10-19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,4,yes,,,,,,0,,,,,,,The Lombard,,,,,,,,,,,,,,Mo-Th 09:00-23:30; Fr-Sa 09:30-01:30; Su 10:00-23:00,,,yes,,,,,,,,,,,,,,,,,,,,,no,visually identified,,,,,,,,yes,,,https://thelombard.ie/bar,,https://thelombard.ie/menus,,limited,,,,,,center,POINT (-6.24896 53.344206),Dublin,EPSG:4326
node/1146292428,node/1146292428,,,,Dublin,,Dublin,,,1-2,,D02 HF72,Aungier Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Capitol Lounge,,,,,,,,,,,,,,,,,,,,,,,,,,+353 1 4757166,,,,,,,,,,,,,,,,,,,,,,,,https://www.capitol.ie/,,,,,,,,,,,POINT (-6.265301 53.341293),Dublin,EPSG:4326
node/1146292447,node/1146292447,,,,Dublin,,Dublin,,,17-18,,D02 XF38,Aungier Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://twitter.com/BowLaneSocial,,,,,,,,,,,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,Egans,,,,,,,,Whitefriar Grill,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,no,,,,,,,,,,,,https://www.egans.bar/,,,,,,,,,,,POINT (-6.265576 53.340259),Dublin,EPSG:4326
way/1218481438,way/1218481438,,,,Dublin,IE,Dublin,,,8,,D02 PX75,College Street,,,,,pub,,,,,,,,,,,various;guinness,,,,,,,,,,,,,,,,,,,https://twitter.com/Doylesintown,,https://www.yelp.ie/biz/doyles-dublin-2,,,,,,,,,,,,,,,bookings@www.doylesintown.com,,,,,,,,,,,,,,,,,,,,,,Doyle’s,,,,,,,,,,,,,,"Mo 12:00-24:00, Tu-We 12:00-02:00, Th-Sa 12:00-02:30, Su 15:00-24:00",,,,,,,,,,,,+353 1 671 0616,,,,,,,,,,,,,,,,,,,,,,,,https://www.doylesintown.com/,,,,limited,,,,,,center,POINT (-6.25756 53.345782),Dublin,EPSG:4326
node/1223267149,node/1223267149,,,,Dublin,,,,,1,,,Grand Canal Square,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tapas;mediterranean,,,,,,,,,,,info@cafeh.ie,,,,,,,,,,,,,,,,,,,,,,Cafe Bar H,,,,,,,,,,,,,,Mo-Sa 12:00-01:00; Su 17:00-01:00,,,,,,,,,,,,+353 1 899 2216,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.238878 53.343386),Dublin,EPSG:4326
node/1260538148,node/1260538148,,,,Dublin,IE,Dublin,,,27,,D08 EP89,James Street,,,,Willow Murphy’s,pub,,,,,,,,,,,,,,,,,,,2026-02-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Malt,,,,,,,,The Malt House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.291006 53.342939),Dublin,EPSG:4326
node/1300613610,node/1300613610,,,,Dublin,,Dublin,,,18,,D02 P897,Dame Court,,,,,pub,,,,,,,,,,,,,,,,,,,2026-01-31,,,,,,https://www.facebook.com/guinnessheaven/,https://www.instagram.com/dametavern/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Dame Tavern,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,no,,,,,,,POINT (-6.263915 53.343821),Dublin,EPSG:4326
node/1326700611,node/1326700611,,,,Dublin,,,,,32,,,Ellis Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/TheMissionDublin/,missionbardublin,,,,,,,,,,,,,,,,no,,,,,,,,,,,,,,,wlan,,,,,,,,,,,,The Mission,,,,,,,,,,,,,,Th-Su 16:00-00:00,,,,,,,,,,,,+353 1 555 8820,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.283688 53.347095),Dublin,EPSG:4326
node/1326745943,node/1326745943,,,,Dublin,,,,,,,,Cuffe Street,,,,,bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Magic Glasses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.263468 53.337404),Dublin,EPSG:4326
node/1326745948,node/1326745948,,,,Dublin,,,,,,,,Golden Lane,,,,,bar,,,,,,,,,,,,,,,,,,,2026-05-08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Dyflin Bar,,,,,,,,,,,,,,"Mo-Th 09:30-23:30, Fr-Sa 09:30-00:30, Su 11:00-23:00",,,,,,,,,,,,+353 1 8982900,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.268159 53.340834),Dublin,EPSG:4326
node/1332272327,node/1332272327,,,,Dublin,,,,,4-5,,D08K259,Parkgate Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,725471786255233,,,,The Millennium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.290046 53.348047),Dublin,EPSG:4326
node/1348370992,node/1348370992,,,,Dublin,,Dublin,,,33-34,,D01 E0W2,O'Connell Street Upper,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,yes,,,,yes,,,,,,,,,,,,,Murray’s,,,,,,,,McGrath’s,,,,,,,,Murray Pub Group,yes,,,,,,,,,,,,,,,,,,,,,outside,,,,,,,,,,,,https://www.murraysbar.ie/,,,,limited,,,,,,,POINT (-6.261098 53.352516),Dublin,EPSG:4326
node/1348371058,node/1348371058,,,,Dublin,IE,Dublin,,,23-25,,D02 XP95,Westmoreland Street,,,,,bar,,,,,,,,,,,carlsberg;guinness;heineken,,,,,,,,2025-10-20,,,,,,https://www.facebook.com/Pillarbardublin/,https://www.instagram.com/pillarbardublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pillar Bar,,,,,,,,Lafayette,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.258789 53.346576),Dublin,EPSG:4326
node/1349656251,node/1349656251,,,,Dublin,IE,Dublin,,,71,,D01 FK52,Dorset Street Upper,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.263712 53.357352),Dublin,EPSG:4326
node/1361340484,node/1361340484,,,,Dublin,,,,,16,,D02 EA38,Camden Street Lower,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Porters,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265003 53.335434),Dublin,EPSG:4326
node/1373919801,node/1373919801,,,,Dublin,IE,Dublin,,,131,,D08 P8H3,Thomas Street,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-20,,,,,,,@themagnetdublin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Swift,,,,,,,,Agnes Browne’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.281082 53.343302),Dublin,EPSG:4326
node/1373977813,node/1373977813,,,,Dublin,,Dublin,,,61-63,,D08 P4V2,Meath Street,,,,,pub,,,,,,,,,,,trouble_brewing,,,,,,,,,,,,,,,lynotts_d8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Lynott’s,,,,,,,,All My Friends;Grainger’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.27815 53.340664),Dublin,EPSG:4326
node/1373979474,node/1373979474,,,,Dublin,,,,,,,,The Coombe,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Lamplighter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,no,,,,,,,POINT (-6.278088 53.339743),Dublin,EPSG:4326
node/1374467378,node/1374467378,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Molloy's Off Licence,,,,,,,,,,,,,,Mo-Sa 10:30-22:00; Su 12:30-22:00,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.275259 53.341782),Dublin,EPSG:4326
node/1403120910,node/1403120910,,,,Dublin,IE,Dublin,,,65,,D08 V0R1,Thomas Street,,,,,pub,,,,,,,,,,,,,,,,,,,2025-10-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tom Kennedy’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.277213 53.34274),Dublin,EPSG:4326
node/1404763943,node/1404763943,,,,Dublin,,Dublin,,,80-81,,D08 A2C7,Meath Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Lark Inn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.278673 53.341684),Dublin,EPSG:4326
node/1404772647,node/1404772647,,,,,,,,,62,,,Pimlico,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Pimlico Tavern,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.280721 53.340064),Dublin,EPSG:4326
node/1416582578,node/1416582578,,,,Dublin,IE,Dublin,,,139,,D08 V882,Emmet Road,,Inchicore,,Richmond House,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,McDowell’s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.316822 53.340249),Dublin,EPSG:4326
node/1423546555,node/1423546555,,,,Glasnevin,,Dublin,,,,,D09 VH02,Glasnevin Hill,,,,,pub,,,,,,,,,,,,,,,,,,,2024-09-28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Tolka House,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.268964 53.3738),Dublin,EPSG:4326
node/1423559526,node/1423559526,,,,Dublin,,Dublin,,Citi Hotel,46-49,,D02 X466,Dame Street,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/TrinityBarVenue/,https://www.instagram.com/trinitybar_venue/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Trinity Bar & Venue,,,,,,,,Citi Bar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://trinitybarvenue.ie/,,https://trinitybarvenue.ie/gastropub-menu/,,,,,,,,,POINT (-6.263679 53.344328),Dublin,EPSG:4326
node/1423559556,node/1423559556,,,,Dublin,,Dublin,,,35-37,,D02 Y891,Essex Street East,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,burger;sandwich,,,,,,,,,,,bookings@badbobs.ie,,,,,yes,,,,yes,wlan,,,,,,,,,,,,Bad Bob's,Bad Bob's,,,,,,,,,,,,,"Mo-Su,PH 00:00-02:00,10:00-24:00",,,yes,,,,,,,,,+35316778860,,,,,,,,,,,,,,,,,,,,,,,,https://www.badbobs.ie/,https://badbobs.ie/reservations/,https://badbobs.ie/food/,,yes,,,,,,,POINT (-6.26599 53.345033),Dublin,EPSG:4326
node/1426048610,node/1426048610,,,,Dublin,,Dublin,,,33,,D02 CF40,Richmond Street South,,Portabello,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,the_portobello_bar,,,,,,,,,,,,,no,,no,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,The Portobello Bar,,,,,,,,,,,,,,Mo-Sa 11:00-02:30; Su 12:00-02:00,,,,,,,,,,,,+353 1 475 2715,,,,,,,,,,,,outside,,,,,,,,,,,,https://theportobellobar.com/,,,,,,,,,,,POINT (-6.264096 53.33035),Dublin,EPSG:4326
node/1426051344,node/1426051344,,,,Ranelagh,,Dublin,,,1,,D06 YT25,Old Mountpleasant,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,https://www.facebook.com/TheHillRanelagh,@thehillranelagh,,,,,,,,,,,,,,,,,,,,,thehill@murraypubgroup.com,,,,,,,,,,,,,,,,,,,,,,The Hill,,,,,,,,,,,,,,,,Murray Pub Group,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.thehillpub.ie/,,,,,,,,,,,POINT (-6.25838 53.326662),Dublin,EPSG:4326
node/1426100403,node/1426100403,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next Door Off Licence,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.288371 53.336481),Dublin,EPSG:4326
node/1426100409,node/1426100409,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Morrissey's,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,POINT (-6.287695 53.336845),Dublin,EPSG:4326
node/1431043154,node/1431043154,,,,Dublin,,Dublin,,,21-22,,D02 YK79,Wellington Quay,,,,,bar,,,,,,,,,,,,,,,,,,,2025-10-19,,,,,,https://www.facebook.com/Fitzsimonsbar/,https://www.instagram.com/fitzsimonsbar/,,,,https://twitter.com/FitzsimonsBar,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,Fitzsimon's,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.fitzsimonsbar.ie/,,https://www.fitzsimonsbar.ie/menus/,,no,,,,,,,POINT (-6.265117 53.345471),Dublin,EPSG:4326
node/1432780730,node/1432780730,,,,Raheny,IE,Dublin,,Edenmore Shopping Centre,,,,Edenmore Avenue,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Edenmore House,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.183413 53.388262),Dublin,EPSG:4326
node/1432780731,node/1432780731,,,,Raheny,IE,Dublin,,Edenmore Shopping Centre,,D05,D05 A2A8,Edenmore Avenue,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Concorde,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.180986 53.388899),Dublin,EPSG:4326
node/1473508564,node/1473508564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Next Door,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.278088 53.340571),Dublin,EPSG:4326
node/1484713985,node/1484713985,,,,Dublin,IE,,,,68,,D11 TY32,Ballygall Road East,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quarry House,,,,,,,,,,,,,,Mo-Th 11:00-23:00; Fr-Sa 11:00-00:30; Su 12:00-23:00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.276725 53.382084),Dublin,EPSG:4326
node/1484733482,node/1484733482,,,,,,,,,,,,Glasnevin Avenue,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Autobahn Roadhouse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.271221 53.389704),Dublin,EPSG:4326
node/1496722632,node/1496722632,,,,Dublin,IE,Dublin,,,125,,D09 V275,Ballymun Road,,Glasnevin,,,pub,,,,,,,,,,,,,,,,,,,2025-09-07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,The Slipper,,,,,,,,Matt Weldon’s,,,,,,"Mo-Sa 11:30-23:30, Su 12:30-23:00",,,,,,,,,,,,,,,,,,,,,,,,isolated,survey,,,,,,,,,,,,,,,,,,,,,,POINT (-6.265609 53.385324),Dublin,EPSG:4326
node/1496775243,node/1496775243,,,,,,,,,,,,,,,,,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Nubar,,,,,,,,,,,,,,Mo-Fr 08:00-24:00,,,,,,,,,,,,,,,,,,,,,,,,,survey,,,,,,,,,,,,,,,,,,,,,,POINT (-6.258922 53.38507),Dublin,EPSG:4326
node/1496777115,node/1496777115,,,,Dublin,,,,,243,,D09 YW35,Swords Road,,Whitehall,,O'Mara's,pub,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Comet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,limited,,,,,,,POINT (-6.246031 53.388452),Dublin,EPSG:4326
node/1509385145,node/1509385145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The Strand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,alcohol,,,,,,,,,,,,,,,,,,,,,,,,,POINT (-6.241707 53.362573),Dublin,EPSG:4326
